Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
12008;;OUI;;37;17;16;1;OUI;OUI;2026-09-26T01:58:24+02:00;;;;
13120;;OUI;;0;19;5;14;OUI;OUI;2026-09-26T01:57:05+02:00;;;;
12119;;OUI;;38;11;3;8;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
23803;;OUI;;3;16;1;15;OUI;OUI;2026-09-26T01:56:07+02:00;;;;
43007;;OUI;;17;9;7;2;OUI;OUI;2026-09-26T01:58:35+02:00;;;;
16025;;OUI;;4;62;55;7;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
13036;;OUI;;36;0;0;0;OUI;OUI;2026-09-26T01:58:11+02:00;;;;
43004;;OUI;;17;7;3;4;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
14009;;OUI;;27;7;4;3;OUI;OUI;2026-09-26T01:59:36+02:00;;;;
17117;;OUI;;22;9;5;4;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
18021;;OUI;;37;1;0;1;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
20013;;OUI;;35;10;0;10;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
25004;;OUI;;11;11;5;6;OUI;OUI;2026-09-26T01:55:28+02:00;;;;
12022;;OUI;;14;32;26;6;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
15027;;OUI;;16;4;1;3;OUI;OUI;2026-09-26T01:50:25+02:00;;;;
42205;;OUI;;7;27;8;19;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
20014;;OUI;;14;19;4;15;OUI;OUI;2026-09-26T01:58:20+02:00;;;;
19003;;OUI;;23;1;1;0;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
14035;;OUI;;28;18;14;4;OUI;OUI;2026-09-26T01:58:04+02:00;;;;
5033;;OUI;;30;0;0;0;NON;NON;2026-09-26T01:58:55+02:00;;;;
20110;;OUI;;17;3;0;3;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
32306;;OUI;;24;4;0;4;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
31105;;OUI;;1;16;7;9;OUI;OUI;2026-09-26T01:55:17+02:00;;;;
8007;;OUI;;26;3;3;0;OUI;OUI;2026-09-26T01:51:20+02:00;;;;
21218;;OUI;;10;8;2;6;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
18101;;OUI;;7;14;6;8;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
20005;;OUI;;12;6;4;2;OUI;OUI;2026-09-26T01:50:15+02:00;;;;
15120;;OUI;;13;16;11;5;OUI;OUI;2026-09-26T01:57:48+02:00;;;;
16033;;OUI;;23;8;7;1;OUI;OUI;2026-09-26T01:53:46+02:00;;;;
21205;;OUI;;16;10;2;8;OUI;OUI;2026-09-26T01:55:48+02:00;;;;
16023;;OUI;;26;7;4;3;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
24007;;OUI;;9;12;6;6;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
6004;;OUI;;44;1;0;1;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
15114;;OUI;;21;11;3;8;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
19014;;OUI;;6;13;5;8;OUI;OUI;2026-09-26T01:57:38+02:00;;;;
15014;;OUI;;10;24;15;9;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
13055;;OUI;;71;3;1;2;OUI;OUI;2026-09-26T01:56:56+02:00;;;;
22014;;OUI;;22;3;1;2;OUI;OUI;2026-09-26T01:56:40+02:00;;;;
15113;;OUI;;13;12;4;8;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
12040;;OUI;;44;21;10;11;OUI;OUI;2026-09-26T01:58:10+02:00;;;;
6005;;OUI;;35;14;8;6;OUI;OUI;2026-09-26T01:57:41+02:00;;;;
21007;;OUI;;23;30;29;1;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
19007;;OUI;;11;19;11;8;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
21016;;OUI;;3;37;35;2;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
11018;;OUI;;36;13;11;2;OUI;OUI;2026-09-26T01:52:37+02:00;;;;
22007;;OUI;;3;31;24;7;OUI;OUI;2026-09-26T01:57:39+02:00;;;;
12017;;OUI;;22;31;22;9;OUI;OUI;2026-09-26T01:54:20+02:00;;;;
11040;;OUI;;12;23;22;1;OUI;OUI;2026-09-26T01:58:37+02:00;;;;
20033;;OUI;;41;5;0;5;OUI;OUI;2026-09-26T01:57:41+02:00;;;;
30005;;OUI;;12;18;7;11;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
13013;;OUI;;2;18;12;6;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
51007;;OUI;;5;21;3;18;OUI;OUI;2026-09-26T01:58:02+02:00;;;;
6020;;OUI;;13;0;0;0;OUI;OUI;2026-09-26T01:56:09+02:00;;;;
11038;;OUI;;19;26;25;1;OUI;OUI;2026-09-26T01:58:52+02:00;;;;
17036;;OUI;;26;2;1;1;NON;NON;2026-09-26T01:57:13+02:00;;;;
12039;;OUI;;1;47;41;6;OUI;OUI;2026-09-26T01:58:05+02:00;;;;
21511;;OUI;;36;8;2;6;OUI;OUI;2026-09-26T01:54:02+02:00;;;;
41213;;OUI;;24;11;0;11;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
17004;;OUI;;34;6;0;6;OUI;OUI;2026-09-26T01:52:54+02:00;;;;
21112;;OUI;;16;39;30;9;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
22703;;OUI;;1;26;7;19;OUI;OUI;2026-09-26T01:55:05+02:00;;;;
24010;;OUI;;14;14;4;10;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
41101;;OUI;;6;17;15;2;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
26010;;OUI;;0;19;5;14;OUI;OUI;2026-09-26T01:58:01+02:00;;;;
20035;;OUI;;23;3;0;3;OUI;OUI;2026-09-26T01:58:35+02:00;;;;
15032;;OUI;;30;28;18;10;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
20037;;OUI;;14;9;0;9;OUI;OUI;2026-09-26T01:59:18+02:00;;;;
22302;;OUI;;28;12;3;9;OUI;OUI;2026-09-26T01:57:13+02:00;;;;
48011;;OUI;;17;3;1;2;OUI;OUI;2026-09-26T01:56:39+02:00;;;;
34009;;OUI;;21;6;2;4;OUI;OUI;2026-09-26T01:58:19+02:00;;;;
41304;;OUI;;16;13;11;2;OUI;OUI;2026-09-26T01:55:51+02:00;;;;
20030;;OUI;;39;1;0;1;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
7007;;OUI;;56;8;5;3;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
22208;;OUI;;7;12;5;7;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
45005;;OUI;;2;22;12;10;OUI;OUI;2026-09-26T01:57:10+02:00;;;;
35021;;OUI;;9;21;6;15;OUI;OUI;2026-09-26T01:54:39+02:00;;;;
18045;;OUI;;8;7;0;7;OUI;OUI;2026-09-26T01:57:51+02:00;;;;
14110;;OUI;;15;10;4;6;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
18018;;OUI;;16;2;0;2;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
22305;;OUI;;4;31;21;10;OUI;OUI;2026-09-26T01:57:58+02:00;;;;
21954;;OUI;;5;18;4;14;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
11201;;OUI;;15;1;0;1;OUI;OUI;2026-09-26T01:55:48+02:00;;;;
12106;;OUI;;29;38;35;3;OUI;OUI;2026-09-26T01:58:45+02:00;;;;
23205;;OUI;;18;5;1;4;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
32023;;OUI;;13;17;5;12;OUI;OUI;2026-09-26T01:58:30+02:00;;;;
21320;;OUI;;27;10;10;0;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
11001;;OUI;;36;15;11;4;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
21327;;OUI;;13;17;15;2;OUI;OUI;2026-09-26T01:58:19+02:00;;;;
23203;;OUI;;17;8;0;8;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
9035;;OUI;;41;2;1;1;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
17126;;OUI;;12;19;8;11;OUI;OUI;2026-09-26T01:58:27+02:00;;;;
34005;;OUI;;15;14;11;3;OUI;OUI;2026-09-26T01:55:07+02:00;;;;
34008;;OUI;;8;20;4;16;OUI;OUI;2026-09-26T01:54:09+02:00;;;;
23204;;OUI;;17;11;2;9;OUI;OUI;2026-09-26T01:58:11+02:00;;;;
15052;;OUI;;13;49;37;12;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
5107;;OUI;;22;0;0;0;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
10026;;OUI;;37;22;13;9;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
17010;;OUI;;33;20;16;4;OUI;OUI;2026-09-26T01:57:12+02:00;;;;
18023;;OUI;;24;7;0;7;OUI;OUI;2026-09-26T01:58:44+02:00;;;;
18026;;OUI;;44;6;1;5;OUI;OUI;2026-09-26T01:57:43+02:00;;;;
18024;;OUI;;30;5;2;3;OUI;OUI;2026-09-26T01:56:21+02:00;;;;
16006;;OUI;;19;0;0;0;OUI;OUI;2026-09-26T01:52:29+02:00;;;;
7201;;OUI;;18;0;0;0;NON;NON;2026-09-26T01:49:39+02:00;;;;
13205;;OUI;;22;2;2;0;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
8038;;OUI;;53;0;0;0;NON;NON;2026-09-26T01:58:26+02:00;;;;
13204;;OUI;;7;33;19;14;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
13035;;OUI;;18;1;0;1;OUI;OUI;2026-09-26T01:54:45+02:00;;;;
15062;;OUI;;12;24;20;4;OUI;OUI;2026-09-26T01:58:51+02:00;;;;
10114;;OUI;;49;9;9;0;OUI;OUI;2026-09-26T01:58:44+02:00;;;;
8008;;OUI;;28;4;4;0;OUI;OUI;2026-09-26T01:57:56+02:00;;;;
13203;;OUI;;22;1;0;1;OUI;OUI;2026-09-26T01:59:12+02:00;;;;
13051;;OUI;;21;15;14;1;OUI;OUI;2026-09-26T01:54:33+02:00;;;;
21501;;OUI;;22;25;7;18;OUI;OUI;2026-09-26T01:56:24+02:00;;;;
5201;;OUI;;15;0;0;0;OUI;OUI;2026-09-26T01:56:41+02:00;;;;
10203;;OUI;;40;3;1;2;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
7109;;OUI;;32;3;1;2;OUI;OUI;2026-09-26T01:55:32+02:00;;;;
11037;;OUI;;12;25;22;3;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
18044;;OUI;;28;3;1;2;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
12157;;OUI;;65;3;2;1;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
18041;;OUI;;17;3;1;2;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
11012;;OUI;;26;8;4;4;OUI;OUI;2026-09-26T01:57:09+02:00;;;;
11009;;OUI;;14;23;16;7;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
11046;;OUI;;13;6;5;1;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
35001;;OUI;;5;15;3;12;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
11020;;OUI;;28;23;20;3;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
11011;;OUI;;6;19;17;2;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
16103;;OUI;;22;0;0;0;NON;NON;2026-09-26T01:59:11+02:00;;;;
7023;;OUI;;49;8;6;2;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
9025;;OUI;;46;4;2;2;OUI;OUI;2026-09-26T01:58:21+02:00;;;;
40007;;OUI;;3;24;10;14;OUI;OUI;2026-09-26T01:57:33+02:00;;;;
40010;;OUI;;14;6;0;6;OUI;OUI;2026-09-26T01:57:17+02:00;;;;
40012;;OUI;;14;2;0;2;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
12107;;OUI;;6;15;13;2;OUI;OUI;2026-09-26T01:58:26+02:00;;;;
40014;;OUI;;0;27;15;12;OUI;OUI;2026-09-26T01:58:30+02:00;;;;
21034;;OUI;;12;18;17;1;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
17046;;OUI;;22;2;2;0;OUI;OUI;2026-09-26T01:57:10+02:00;;;;
12201;;OUI;;2;50;47;3;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
12164;;OUI;;20;6;1;5;OUI;OUI;2026-09-26T01:59:01+02:00;;;;
16104;;OUI;;16;6;1;5;OUI;OUI;2026-09-26T01:57:45+02:00;;;;
2202;;OUI;;38;0;0;0;NON;NON;2025-07-24T11:26:03+02:00;;;;
23801;;OUI;;10;8;5;3;OUI;OUI;2026-09-26T01:52:40+02:00;;;;
40004;;OUI;;9;16;6;10;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
23703;;OUI;;9;8;0;8;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
40008;;OUI;;25;18;7;11;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
14021;;OUI;;49;9;6;3;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
40015;;OUI;;5;18;13;5;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
32004;;OUI;;12;11;4;7;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
23305;;OUI;;14;5;0;5;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
13001;;OUI;;13;4;1;3;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
6010;;OUI;;13;1;1;0;OUI;OUI;2026-09-26T01:58:31+02:00;;;;
35014;;OUI;;21;5;1;4;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
10031;;OUI;;23;12;2;10;OUI;OUI;2026-09-26T01:58:59+02:00;;;;
31029;;OUI;;13;11;4;7;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
6001;;OUI;;30;1;1;0;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
42004;;OUI;;1;28;15;13;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
19203;;OUI;;24;2;0;2;OUI;OUI;2026-09-26T01:57:09+02:00;;;;
17123;;OUI;;15;3;1;2;OUI;OUI;2026-09-26T01:55:39+02:00;;;;
13123;;OUI;;24;31;27;4;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
17038;;OUI;;62;0;0;0;NON;NON;2026-09-26T01:59:16+02:00;;;;
43102;;OUI;;0;17;1;16;OUI;OUI;2026-09-26T01:58:20+02:00;;;;
35022;;OUI;;17;4;2;2;OUI;OUI;2026-09-26T01:53:15+02:00;;;;
23805;;OUI;;11;4;0;4;OUI;OUI;2026-09-26T01:50:42+02:00;;;;
32308;;OUI;;37;10;2;8;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
30001;;OUI;;27;5;2;3;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
21021;;OUI;;33;6;4;2;OUI;OUI;2026-09-26T01:57:17+02:00;;;;
8103;;OUI;;36;0;0;0;OUI;OUI;2026-09-26T01:57:08+02:00;;;;
6016;;OUI;;33;3;1;2;OUI;OUI;2026-09-26T01:54:18+02:00;;;;
23904;;OUI;;3;14;4;10;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
23806;;OUI;;15;1;1;0;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
5015;;OUI;;60;1;1;0;OUI;OUI;2026-09-26T01:53:10+02:00;;;;
24102;;OUI;;10;13;1;12;OUI;OUI;2026-09-26T01:56:20+02:00;;;;
40002;;OUI;;14;6;3;3;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
21302;;OUI;;2;33;20;13;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
19018;;OUI;;46;14;10;4;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
12127;;OUI;;36;12;6;6;OUI;OUI;2026-09-26T01:55:00+02:00;;;;
5202;;OUI;;32;2;0;2;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
12105;;OUI;;22;11;9;2;OUI;OUI;2026-09-26T01:57:41+02:00;;;;
16107;;OUI;;16;19;18;1;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
32304;;OUI;;22;6;0;6;OUI;OUI;2026-09-26T01:54:41+02:00;;;;
14111;;OUI;;22;1;0;1;OUI;OUI;2026-09-26T01:56:09+02:00;;;;
14014;;OUI;;56;3;0;3;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
7002;;OUI;;20;10;4;6;OUI;OUI;2026-09-26T01:56:49+02:00;;;;
5110;;OUI;;21;1;0;1;OUI;OUI;2026-09-26T01:49:40+02:00;;;;
33006;;OUI;;6;23;5;18;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
30002;;OUI;;21;15;6;9;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
17026;;OUI;;40;0;0;0;NON;NON;2026-09-26T01:57:31+02:00;;;;
40011;;OUI;;21;6;5;1;OUI;OUI;2026-09-26T01:56:12+02:00;;;;
17041;;OUI;;18;12;8;4;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
11025;;OUI;;12;29;28;1;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
6021;;OUI;;17;2;2;0;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
42208;;OUI;;27;8;5;3;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
21010;;OUI;;0;24;18;6;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
13101;;OUI;;15;17;9;8;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
14108;;OUI;;15;5;1;4;OUI;OUI;2026-09-26T01:53:46+02:00;;;;
31024;;OUI;;34;2;0;2;OUI;OUI;2026-09-26T01:57:41+02:00;;;;
21108;;OUI;;23;26;15;11;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
17044;;OUI;;30;8;5;3;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
20143;;OUI;;42;2;0;2;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
43002;;OUI;;11;6;3;3;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
16138;;OUI;;28;0;0;0;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
21216;;OUI;;15;9;3;6;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
44017;;OUI;;4;26;21;5;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
44010;;OUI;;10;20;6;14;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
2017;;OUI;;32;7;7;0;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
8048;;OUI;;4;15;7;8;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
14013;;OUI;;11;15;9;6;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
13118;;OUI;;4;55;51;4;OUI;OUI;2026-09-26T01:59:03+02:00;;;;
15112;;OUI;;17;7;4;3;OUI;OUI;2026-09-26T01:58:52+02:00;;;;
13030;;OUI;;18;3;0;3;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
40016;;OUI;;6;19;2;17;OUI;OUI;2026-09-26T01:56:49+02:00;;;;
18111;;OUI;;11;12;1;11;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
48003;;OUI;;16;4;0;4;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
16110;;OUI;;16;5;1;4;OUI;OUI;2026-09-26T01:53:55+02:00;;;;
44015;;OUI;;0;18;9;9;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
43009;;OUI;;29;20;16;4;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
9001;;OUI;;13;3;3;0;OUI;OUI;2026-09-26T01:58:24+02:00;;;;
8016;;OUI;;27;1;0;1;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
10115;;OUI;;18;7;4;3;OUI;OUI;2026-09-26T01:58:55+02:00;;;;
10161;;OUI;;19;11;11;0;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
41303;;OUI;;2;26;14;12;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
5022;;OUI;;19;1;1;0;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
31103;;OUI;;13;20;2;18;OUI;OUI;2026-09-26T01:57:01+02:00;;;;
17008;;OUI;;10;12;6;6;OUI;OUI;2026-09-26T01:58:02+02:00;;;;
5005;;OUI;;42;0;0;0;OUI;OUI;2026-09-26T01:53:05+02:00;;;;
8053;;OUI;;22;6;6;0;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
9106;;OUI;;26;1;1;0;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
1001;;OUI;;17;0;0;0;NON;NON;2026-09-26T01:55:46+02:00;;;;
34016;;OUI;;0;0;0;0;NON;NON;2026-08-20T08:07:39+02:00;;;;
31706;;OUI;;10;15;4;11;OUI;OUI;2026-09-26T01:57:33+02:00;;;;
8034;;OUI;;47;2;1;1;NON;NON;2026-09-26T01:57:36+02:00;;;;
26003;;OUI;;0;15;6;9;OUI;OUI;2026-09-26T01:58:06+02:00;;;;
51006;;OUI;;19;5;0;5;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
16026;;OUI;;14;8;8;0;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
17043;;OUI;;34;3;3;0;OUI;OUI;2026-09-26T01:53:50+02:00;;;;
16039;;OUI;;7;37;34;3;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
45003;;OUI;;3;32;2;30;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
11002;;OUI;;12;10;10;0;OUI;OUI;2026-09-26T01:59:35+02:00;;;;
12111;;OUI;;34;11;8;3;OUI;OUI;2026-09-26T01:58:46+02:00;;;;
11023;;OUI;;28;35;25;10;OUI;OUI;2026-09-26T01:59:36+02:00;;;;
8031;;OUI;;48;1;1;0;NON;NON;2026-09-26T01:52:23+02:00;;;;
15067;;OUI;;5;7;6;1;OUI;OUI;2026-09-26T01:58:36+02:00;;;;
6006;;OUI;;12;7;1;6;OUI;OUI;2026-09-26T01:56:25+02:00;;;;
31022;;OUI;;48;4;0;4;OUI;OUI;2026-09-26T01:49:37+02:00;;;;
10016;;OUI;;14;2;2;0;OUI;OUI;2026-09-26T01:57:56+02:00;;;;
31009;;OUI;;15;11;1;10;OUI;OUI;2026-09-26T01:54:09+02:00;;;;
41302;;OUI;;41;8;0;8;OUI;OUI;2026-09-26T01:49:48+02:00;;;;
14020;;OUI;;49;9;5;4;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
33017;;OUI;;1;23;11;12;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
15042;;OUI;;14;2;1;1;OUI;OUI;2026-09-26T01:55:00+02:00;;;;
18011;;OUI;;0;36;4;32;OUI;OUI;2026-09-26T01:58:34+02:00;;;;
42706;;OUI;;18;7;4;3;OUI;OUI;2026-09-26T01:56:46+02:00;;;;
21212;;OUI;;12;10;4;6;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
44006;;OUI;;9;25;3;22;OUI;OUI;2026-09-26T01:58:54+02:00;;;;
19120;;OUI;;21;6;0;6;OUI;OUI;2026-09-26T01:53:58+02:00;;;;
15104;;OUI;;69;8;7;1;OUI;OUI;2026-09-26T01:52:21+02:00;;;;
14003;;OUI;;30;19;11;8;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
19101;;OUI;;20;4;1;3;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
17030;;OUI;;14;9;3;6;OUI;OUI;2026-09-26T01:54:00+02:00;;;;
17204;;OUI;;26;7;2;5;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
21312;;OUI;;20;9;0;9;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
15054;;OUI;;3;15;13;2;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
5124;;OUI;;22;2;2;0;OUI;OUI;2026-09-26T01:58:33+02:00;;;;
14106;;OUI;;20;1;0;1;OUI;OUI;2026-09-26T01:57:58+02:00;;;;
18046;;OUI;;27;4;0;4;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
22406;;OUI;;18;5;1;4;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
18022;;OUI;;28;9;3;6;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
15109;;OUI;;2;25;20;5;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
14012;;OUI;;23;14;7;7;OUI;OUI;2026-09-26T01:57:19+02:00;;;;
8028;;OUI;;36;1;1;0;NON;NON;2026-09-26T01:58:11+02:00;;;;
21005;;OUI;;12;12;10;2;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
15133;;OUI;;4;23;13;10;OUI;OUI;2026-09-26T01:56:37+02:00;;;;
15110;;OUI;;9;15;12;3;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
20131;;OUI;;31;2;1;1;OUI;OUI;2026-09-26T01:57:07+02:00;;;;
21015;;OUI;;0;23;17;6;OUI;OUI;2026-09-26T01:57:55+02:00;;;;
15034;;OUI;;11;40;36;4;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
5028;;OUI;;3;25;23;2;OUI;OUI;2026-09-26T01:57:40+02:00;;;;
48010;;OUI;;13;2;0;2;OUI;OUI;2026-09-26T01:53:10+02:00;;;;
22203;;OUI;;19;9;1;8;OUI;OUI;2026-09-26T01:57:18+02:00;;;;
41202;;OUI;;49;11;3;8;OUI;OUI;2026-09-26T01:57:45+02:00;;;;
1119;;OUI;;20;2;0;2;OUI;OUI;2026-09-26T01:56:28+02:00;;;;
35020;;OUI;;18;1;1;0;OUI;OUI;2026-09-26T01:49:39+02:00;;;;
31003;;OUI;;20;10;4;6;OUI;OUI;2026-09-26T01:55:24+02:00;;;;
9116;;OUI;;20;4;4;0;OUI;OUI;2026-09-26T01:52:08+02:00;;;;
11039;;OUI;;13;23;22;1;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
17013;;OUI;;16;5;3;2;OUI;OUI;2026-09-26T01:55:58+02:00;;;;
11026;;OUI;;2;43;29;14;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
32604;;OUI;;45;4;0;4;OUI;OUI;2026-09-26T01:58:20+02:00;;;;
19024;;OUI;;14;5;0;5;OUI;OUI;2026-09-26T01:55:57+02:00;;;;
41601;;OUI;;1;24;7;17;OUI;OUI;2026-09-26T01:57:11+02:00;;;;
15021;;OUI;;42;21;19;2;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
19032;;OUI;;38;8;1;7;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
16030;;OUI;;6;44;40;4;OUI;OUI;2026-09-26T01:57:16+02:00;;;;
43005;;OUI;;47;4;1;3;OUI;OUI;2026-09-26T01:55:50+02:00;;;;
11105;;OUI;;27;22;21;1;OUI;OUI;2026-09-26T01:58:49+02:00;;;;
21008;;OUI;;3;30;26;4;OUI;OUI;2026-09-26T01:57:02+02:00;;;;
20134;;OUI;;11;9;0;9;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
24001;;OUI;;28;0;0;0;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
14136;;OUI;;28;12;5;7;OUI;OUI;2026-09-26T01:56:29+02:00;;;;
42010;;OUI;;28;24;16;8;OUI;OUI;2026-09-26T01:56:54+02:00;;;;
15046;;OUI;;8;20;12;8;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
46001;;OUI;;1;18;15;3;OUI;OUI;2026-09-26T01:57:14+02:00;;;;
