Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
10021;;OUI;;14;1;0;1;OUI;OUI;2026-09-26T01:57:40+02:00;;;;
41211;;OUI;;20;11;3;8;OUI;OUI;2026-09-26T01:57:19+02:00;;;;
44011;;OUI;;18;8;0;8;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
12101;;OUI;;9;16;16;0;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
21707;;OUI;;13;11;2;9;OUI;OUI;2026-09-26T01:59:19+02:00;;;;
4019;;OUI;;24;5;4;1;OUI;OUI;2026-09-26T01:58:44+02:00;;;;
21319;;OUI;;9;19;13;6;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
9034;;OUI;;25;7;3;4;OUI;OUI;2026-09-26T01:56:47+02:00;;;;
3102;;OUI;;33;23;23;0;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
51001;;OUI;;33;3;0;3;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
15006;;OUI;;25;11;10;1;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
13018;;OUI;;17;7;4;3;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
33014;;OUI;;2;18;10;8;OUI;OUI;2026-09-26T01:57:34+02:00;;;;
20105;;OUI;;20;7;2;5;OUI;OUI;2026-09-26T01:55:47+02:00;;;;
33103;;OUI;;9;15;2;13;OUI;OUI;2026-09-26T01:56:24+02:00;;;;
14032;;OUI;;23;9;3;6;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
41401;;OUI;;0;27;10;17;OUI;OUI;2026-09-26T01:56:07+02:00;;;;
6002;;OUI;;20;3;3;0;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
20044;;OUI;;27;1;0;1;OUI;OUI;2026-09-26T01:56:15+02:00;;;;
16019;;OUI;;32;4;1;3;OUI;OUI;2026-09-26T01:58:30+02:00;;;;
17024;;OUI;;16;6;2;4;OUI;OUI;2026-09-26T01:57:47+02:00;;;;
10019;;OUI;;13;16;15;1;OUI;OUI;2026-09-26T01:57:27+02:00;;;;
11033;;OUI;;19;14;13;1;OUI;OUI;2026-09-26T01:57:21+02:00;;;;
41203;;OUI;;36;13;2;11;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
40006;;OUI;;26;15;3;12;OUI;OUI;2026-09-26T01:55:52+02:00;;;;
8117;;OUI;;43;0;0;0;NON;NON;2026-09-26T01:59:21+02:00;;;;
20022;;OUI;;26;7;2;5;OUI;OUI;2026-09-26T01:56:53+02:00;;;;
12036;;OUI;;31;11;7;4;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
10008;;OUI;;10;7;6;1;OUI;OUI;2026-09-26T01:58:45+02:00;;;;
10032;;OUI;;27;4;2;2;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
12015;;OUI;;25;11;9;2;OUI;OUI;2026-09-26T01:57:08+02:00;;;;
14001;;OUI;;22;5;1;4;OUI;OUI;2026-09-26T01:59:01+02:00;;;;
18139;;OUI;;23;4;0;4;OUI;OUI;2026-09-26T01:52:21+02:00;;;;
1006;;OUI;;27;1;1;0;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
15008;;OUI;;16;45;44;1;OUI;OUI;2026-09-26T01:58:37+02:00;;;;
22201;;OUI;;17;13;1;12;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
11112;;OUI;;0;23;23;0;OUI;OUI;2026-09-26T01:54:15+02:00;;;;
16042;;OUI;;22;9;8;1;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
4006;;OUI;;2;49;44;5;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
13202;;OUI;;23;5;2;3;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
16036;;OUI;;31;27;23;4;OUI;OUI;2026-09-26T01:59:15+02:00;;;;
18202;;OUI;;26;9;2;7;OUI;OUI;2026-09-26T01:56:07+02:00;;;;
3008;;OUI;;30;1;1;0;OUI;OUI;2026-09-26T01:57:10+02:00;;;;
16031;;OUI;;18;3;1;2;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
45002;;OUI;;4;23;6;17;OUI;OUI;2026-09-26T01:58:59+02:00;;;;
12037;;OUI;;26;9;6;3;OUI;OUI;2026-09-26T01:51:23+02:00;;;;
13208;;OUI;;30;1;0;1;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
18004;;OUI;;10;2;0;2;OUI;OUI;2026-09-26T01:58:32+02:00;;;;
16013;;OUI;;15;20;16;4;OUI;OUI;2026-09-26T01:58:04+02:00;;;;
7012;;OUI;;14;10;7;3;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
20008;;OUI;;26;4;1;3;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
18034;;OUI;;26;6;1;5;OUI;OUI;2026-09-26T01:58:26+02:00;;;;
12019;;OUI;;18;10;8;2;OUI;OUI;2026-09-26T01:55:37+02:00;;;;
20104;;OUI;;6;14;12;2;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
14135;;OUI;;31;8;4;4;OUI;OUI;2026-09-26T01:57:53+02:00;;;;
20024;;OUI;;27;2;0;2;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
3010;;OUI;;11;3;2;1;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
12156;;OUI;;4;17;10;7;OUI;OUI;2026-09-26T01:57:30+02:00;;;;
18140;;OUI;;21;15;3;12;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
19002;;OUI;;19;23;7;16;OUI;OUI;2026-09-26T01:57:21+02:00;;;;
10034;;OUI;;13;8;3;5;OUI;OUI;2026-09-26T01:50:55+02:00;;;;
16102;;OUI;;23;3;3;0;OUI;OUI;2026-09-26T01:50:02+02:00;;;;
20034;;OUI;;19;5;0;5;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
20001;;OUI;;23;12;12;0;OUI;OUI;2026-09-26T01:57:58+02:00;;;;
19201;;OUI;;21;2;2;0;OUI;OUI;2026-09-26T01:57:48+02:00;;;;
22301;;OUI;;14;7;3;4;OUI;OUI;2026-09-26T01:54:47+02:00;;;;
15132;;OUI;;7;14;9;5;OUI;OUI;2026-09-26T01:58:01+02:00;;;;
20006;;OUI;;10;2;0;2;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
10011;;OUI;;11;2;0;2;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
14137;;OUI;;24;5;0;5;OUI;OUI;2026-09-26T01:59:07+02:00;;;;
3011;;OUI;;15;16;14;2;OUI;OUI;2026-09-26T01:59:07+02:00;;;;
10027;;OUI;;10;8;1;7;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
3001;;OUI;;11;39;39;0;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
22401;;OUI;;33;0;0;0;OUI;OUI;2026-09-24T16:26:33+02:00;;;;
21506;;OUI;;14;8;1;7;OUI;OUI;2026-09-26T01:56:21+02:00;;;;
14103;;OUI;;12;15;8;7;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
9037;;OUI;;20;3;1;2;OUI;OUI;2026-09-26T01:58:57+02:00;;;;
7021;;OUI;;3;19;17;2;OUI;OUI;2026-09-26T01:58:46+02:00;;;;
2015;;OUI;;32;1;1;0;OUI;OUI;2026-09-26T01:53:00+02:00;;;;
32013;;OUI;;11;13;5;8;OUI;OUI;2026-09-26T01:56:46+02:00;;;;
20029;;OUI;;22;1;0;1;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
2003;;OUI;;30;1;0;1;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
22503;;OUI;;5;15;11;4;OUI;OUI;2026-09-26T01:57:02+02:00;;;;
1102;;OUI;;36;0;0;0;OUI;OUI;2026-09-26T01:53:38+02:00;;;;
24006;;OUI;;27;13;5;8;OUI;OUI;2026-09-26T01:58:17+02:00;;;;
3009;;OUI;;5;13;12;1;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
4014;;OUI;;27;2;1;1;OUI;OUI;2026-09-26T01:56:42+02:00;;;;
2005;;OUI;;11;3;0;3;OUI;OUI;2026-09-26T01:58:58+02:00;;;;
14022;;OUI;;11;24;15;9;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
2002;;OUI;;26;2;2;0;OUI;OUI;2026-09-26T01:56:06+02:00;;;;
21507;;OUI;;3;16;14;2;OUI;OUI;2026-09-26T01:57:18+02:00;;;;
14023;;OUI;;34;18;6;12;OUI;OUI;2026-09-26T01:58:02+02:00;;;;
3012;;OUI;;17;5;4;1;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
20205;;OUI;;15;7;0;7;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
19111;;OUI;;29;10;4;6;OUI;OUI;2026-09-26T01:57:31+02:00;;;;
3005;;OUI;;7;25;23;2;OUI;OUI;2026-09-26T01:57:25+02:00;;;;
8036;;OUI;;39;7;3;4;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
6031;;OUI;;32;1;0;1;OUI;OUI;2026-09-26T01:55:46+02:00;;;;
4012;;OUI;;18;8;8;0;OUI;OUI;2026-09-26T01:57:48+02:00;;;;
21215;;OUI;;14;16;6;10;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
42704;;OUI;;20;4;1;3;OUI;OUI;2026-09-26T01:52:03+02:00;;;;
21706;;OUI;;16;32;10;22;OUI;OUI;2026-09-26T01:58:08+02:00;;;;
26006;;OUI;;1;26;19;7;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
42211;;OUI;;1;23;9;14;OUI;OUI;2026-09-26T01:57:52+02:00;;;;
21509;;OUI;;13;11;5;6;OUI;OUI;2026-09-26T01:59:24+02:00;;;;
2016;;OUI;;16;4;3;1;OUI;OUI;2026-09-26T01:50:15+02:00;;;;
2004;;OUI;;14;2;0;2;OUI;OUI;2026-09-26T01:51:02+02:00;;;;
1014;;OUI;;22;0;0;0;OUI;OUI;2026-09-26T01:56:25+02:00;;;;
44001;;OUI;;1;28;23;5;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
4007;;OUI;;3;25;21;4;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
4009;;OUI;;24;0;0;0;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
10041;;OUI;;13;5;1;4;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
33020;;OUI;;14;16;10;6;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
22506;;OUI;;0;18;9;9;OUI;OUI;2026-09-26T01:52:08+02:00;;;;
1018;;OUI;;16;5;3;2;OUI;OUI;2026-09-26T01:57:12+02:00;;;;
1026;;OUI;;27;3;3;0;OUI;OUI;2026-09-26T01:52:58+02:00;;;;
18015;;OUI;;38;3;0;3;OUI;OUI;2026-09-26T01:59:22+02:00;;;;
1116;;OUI;;26;1;0;1;OUI;OUI;2026-09-26T01:59:01+02:00;;;;
42018;;OUI;;25;6;0;6;OUI;OUI;2026-09-26T01:58:32+02:00;;;;
32024;;OUI;;6;18;8;10;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
1017;;OUI;;16;1;1;0;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
15040;;OUI;;5;31;18;13;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
6026;;OUI;;22;19;15;4;OUI;OUI;2026-09-26T01:57:28+02:00;;;;
22601;;OUI;;16;6;1;5;OUI;OUI;2026-09-26T01:58:15+02:00;;;;
48008;;OUI;;15;15;13;2;OUI;OUI;2026-09-26T01:54:56+02:00;;;;
12203;;OUI;;8;34;26;8;OUI;OUI;2026-09-26T01:58:44+02:00;;;;
3007;;OUI;;5;20;20;0;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
31020;;OUI;;32;3;0;3;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
16139;;OUI;;29;1;0;1;OUI;OUI;2026-09-26T01:50:45+02:00;;;;
12113;;OUI;;21;24;21;3;OUI;OUI;2026-09-26T01:58:29+02:00;;;;
23042;;OUI;;21;9;6;3;OUI;OUI;2026-09-26T01:52:07+02:00;;;;
32022;;OUI;;19;17;8;9;OUI;OUI;2026-09-26T01:57:28+02:00;;;;
32020;;OUI;;0;15;8;7;OUI;OUI;2026-09-26T01:59:10+02:00;;;;
27006;;OUI;;0;20;13;7;OUI;OUI;2026-09-26T01:58:32+02:00;;;;
1015;;OUI;;33;3;0;3;OUI;OUI;2026-09-26T01:59:08+02:00;;;;
2006;;OUI;;24;0;0;0;OUI;OUI;2026-09-26T01:56:26+02:00;;;;
44004;;OUI;;0;27;19;8;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
1024;;OUI;;17;4;4;0;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
19046;;OUI;;29;1;1;0;OUI;OUI;2026-09-26T01:58:28+02:00;;;;
2020;;OUI;;17;2;2;0;OUI;OUI;2026-09-26T01:56:15+02:00;;;;
6007;;OUI;;19;4;3;1;OUI;OUI;2026-09-26T01:59:23+02:00;;;;
23202;;OUI;;17;10;0;10;OUI;OUI;2026-09-26T01:58:23+02:00;;;;
44008;;OUI;;1;32;15;17;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
23303;;OUI;;25;5;2;3;OUI;OUI;2026-09-26T01:57:45+02:00;;;;
20010;;OUI;;32;2;0;2;OUI;OUI;2026-09-26T01:55:36+02:00;;;;
26012;;OUI;;0;16;10;6;OUI;OUI;2026-09-26T01:55:37+02:00;;;;
45004;;OUI;;0;37;10;27;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
6015;;OUI;;48;3;1;2;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
17202;;OUI;;16;3;1;2;OUI;OUI;2026-09-26T01:53:20+02:00;;;;
23206;;OUI;;19;9;2;7;OUI;OUI;2026-09-26T01:58:00+02:00;;;;
10202;;OUI;;20;9;7;2;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
20142;;OUI;;17;3;0;3;OUI;OUI;2026-09-26T01:58:13+02:00;;;;
18010;;OUI;;10;26;7;19;OUI;OUI;2026-09-26T01:58:25+02:00;;;;
48001;;OUI;;18;7;1;6;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
24101;;OUI;;13;11;0;11;OUI;OUI;2026-09-26T01:57:20+02:00;;;;
19114;;OUI;;13;7;0;7;OUI;OUI;2026-09-26T01:54:29+02:00;;;;
12123;;OUI;;46;3;2;1;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
24005;;OUI;;8;25;15;10;OUI;OUI;2026-09-26T01:59:16+02:00;;;;
8050;;OUI;;39;1;0;1;NON;NON;2026-07-30T08:06:47+02:00;;;;
31104;;OUI;;20;8;3;5;OUI;OUI;2026-09-26T01:57:01+02:00;;;;
13116;;OUI;;45;4;0;4;OUI;OUI;2026-09-26T01:57:45+02:00;;;;
48006;;OUI;;4;16;3;13;OUI;OUI;2026-09-26T01:59:11+02:00;;;;
19117;;OUI;;27;3;2;1;OUI;OUI;2026-09-26T01:58:24+02:00;;;;
15053;;OUI;;14;32;27;5;OUI;OUI;2026-09-26T01:59:32+02:00;;;;
10003;;OUI;;15;0;0;0;OUI;OUI;2026-09-26T01:49:42+02:00;;;;
41103;;OUI;;11;14;1;13;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
41602;;OUI;;0;30;15;15;OUI;OUI;2026-09-26T01:59:13+02:00;;;;
15069;;OUI;;2;42;32;10;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
42303;;OUI;;9;10;2;8;OUI;OUI;2026-09-26T01:56:14+02:00;;;;
30003;;OUI;;6;22;10;12;OUI;OUI;2026-09-26T01:56:22+02:00;;;;
12102;;OUI;;5;24;22;2;OUI;OUI;2026-09-26T01:54:14+02:00;;;;
15024;;OUI;;7;15;15;0;OUI;OUI;2026-09-26T01:53:41+02:00;;;;
10009;;OUI;;15;4;3;1;OUI;OUI;2026-09-26T01:56:37+02:00;;;;
13006;;OUI;;26;13;10;3;OUI;OUI;2026-09-26T01:59:14+02:00;;;;
14004;;OUI;;18;2;0;2;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
11111;;OUI;;6;31;25;6;OUI;OUI;2026-09-26T01:55:04+02:00;;;;
15050;;OUI;;1;21;18;3;OUI;OUI;2026-09-26T01:59:19+02:00;;;;
16017;;OUI;;14;2;1;1;OUI;OUI;2026-09-26T01:56:08+02:00;;;;
16116;;OUI;;4;24;14;10;OUI;OUI;2026-09-26T01:58:26+02:00;;;;
15045;;OUI;;13;22;17;5;OUI;OUI;2026-09-26T01:52:29+02:00;;;;
21023;;OUI;;8;17;12;5;OUI;OUI;2026-09-26T01:54:37+02:00;;;;
22701;;OUI;;0;27;9;18;OUI;OUI;2026-09-26T01:56:11+02:00;;;;
17110;;OUI;;22;8;7;1;OUI;OUI;2026-09-26T01:51:53+02:00;;;;
31701;;OUI;;14;14;0;14;OUI;OUI;2026-09-26T01:54:41+02:00;;;;
22404;;OUI;;0;24;6;18;OUI;OUI;2026-09-26T01:56:21+02:00;;;;
20032;;OUI;;14;12;1;11;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
30004;;OUI;;14;11;5;6;OUI;OUI;2026-09-26T01:58:56+02:00;;;;
14005;;OUI;;31;4;0;4;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
17006;;OUI;;16;19;8;11;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
6028;;OUI;;34;2;1;1;OUI;OUI;2026-09-26T01:56:48+02:00;;;;
21207;;OUI;;22;7;1;6;OUI;OUI;2026-09-26T01:52:27+02:00;;;;
11016;;OUI;;34;13;5;8;OUI;OUI;2026-09-26T01:55:12+02:00;;;;
12122;;OUI;;27;23;1;22;OUI;OUI;2026-09-26T01:59:29+02:00;;;;
11028;;OUI;;28;9;1;8;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
21027;;OUI;;8;17;12;5;OUI;OUI;2026-09-26T01:59:26+02:00;;;;
28002;;OUI;;14;8;4;4;OUI;OUI;2026-09-26T01:50:35+02:00;;;;
25002;;OUI;;8;12;8;4;OUI;OUI;2026-09-26T01:58:41+02:00;;;;
16022;;OUI;;2;17;16;1;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
19001;;OUI;;40;14;2;12;OUI;OUI;2026-09-26T01:55:18+02:00;;;;
15044;;OUI;;13;19;10;9;OUI;OUI;2026-09-26T01:56:46+02:00;;;;
13023;;OUI;;26;2;1;1;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
20106;;OUI;;23;4;0;4;OUI;OUI;2026-09-26T01:58:10+02:00;;;;
11029;;OUI;;29;11;9;2;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
20011;;OUI;;12;6;1;5;OUI;OUI;2026-09-25T20:13:50+02:00;;;;
5105;;OUI;;0;17;13;4;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
19123;;OUI;;26;5;1;4;OUI;OUI;2026-09-26T01:54:28+02:00;;;;
21107;;OUI;;1;22;14;8;OUI;OUI;2026-09-26T01:56:39+02:00;;;;
13037;;OUI;;17;3;1;2;OUI;OUI;2026-09-26T01:57:28+02:00;;;;
5031;;OUI;;28;25;24;1;OUI;OUI;2026-09-26T01:57:13+02:00;;;;
14025;;OUI;;21;8;0;8;OUI;OUI;2026-09-26T01:59:20+02:00;;;;
42027;;OUI;;19;7;2;5;OUI;OUI;2026-09-26T01:57:22+02:00;;;;
17050;;OUI;;24;2;1;1;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
8044;;OUI;;22;9;6;3;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
21510;;OUI;;11;11;11;0;OUI;OUI;2026-09-26T01:57:18+02:00;;;;
13008;;OUI;;52;0;0;0;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
1201;;OUI;;26;0;0;0;OUI;OUI;2026-09-26T01:59:00+02:00;;;;
6009;;OUI;;30;6;3;3;OUI;OUI;2026-09-26T01:58:14+02:00;;;;
21033;;OUI;;18;0;0;0;NON;NON;2026-09-26T01:49:46+02:00;;;;
25009;;OUI;;16;3;3;0;OUI;OUI;2026-09-26T01:49:45+02:00;;;;
16140;;OUI;;2;27;19;8;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
3201;;OUI;;20;4;2;2;OUI;OUI;2026-09-26T01:58:53+02:00;;;;
23106;;OUI;;5;15;15;0;OUI;OUI;2026-09-26T01:52:20+02:00;;;;
21508;;OUI;;1;24;10;14;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
19045;;OUI;;60;6;1;5;OUI;OUI;2026-09-26T01:54:23+02:00;;;;
13053;;OUI;;22;11;10;1;OUI;OUI;2026-09-26T01:58:43+02:00;;;;
9029;;OUI;;34;3;3;0;OUI;OUI;2026-09-26T01:58:48+02:00;;;;
41212;;OUI;;0;20;1;19;OUI;OUI;2026-09-26T01:55:03+02:00;;;;
8003;;OUI;;47;0;0;0;NON;NON;2026-09-26T01:49:57+02:00;;;;
15039;;OUI;;6;19;8;11;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
26011;;OUI;;2;16;12;4;OUI;OUI;2026-09-26T01:57:06+02:00;;;;
10025;;OUI;;10;2;0;2;OUI;OUI;2026-09-26T01:57:38+02:00;;;;
32305;;OUI;;16;13;0;13;OUI;OUI;2026-09-26T01:58:16+02:00;;;;
22507;;OUI;;0;24;7;17;OUI;OUI;2026-09-26T01:58:42+02:00;;;;
22602;;OUI;;21;10;9;1;OUI;OUI;2026-09-26T01:52:32+02:00;;;;
25010;;OUI;;8;21;15;6;OUI;OUI;2026-09-26T01:56:45+02:00;;;;
23201;;OUI;;41;4;0;4;OUI;OUI;2026-09-26T01:59:28+02:00;;;;
12165;;OUI;;10;22;14;8;OUI;OUI;2026-09-26T01:59:21+02:00;;;;
12001;;OUI;;19;39;37;2;OUI;OUI;2026-09-26T01:59:19+02:00;;;;
22018;;OUI;;32;2;2;0;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
2010;;OUI;;28;0;0;0;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
10163;;OUI;;24;6;2;4;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
17127;;OUI;;13;26;20;6;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
26008;;OUI;;0;33;14;19;OUI;OUI;2026-09-26T01:57:54+02:00;;;;
26009;;OUI;;1;26;21;5;OUI;OUI;2026-09-26T01:59:31+02:00;;;;
34012;;OUI;;14;11;11;0;OUI;OUI;2026-09-25T20:38:38+02:00;;;;
31301;;OUI;;12;16;6;10;OUI;OUI;2026-09-26T01:54:43+02:00;;;;
21514;;OUI;;0;23;14;9;OUI;OUI;2026-09-26T01:58:40+02:00;;;;
31303;;OUI;;15;9;0;9;OUI;OUI;2026-09-26T01:58:12+02:00;;;;
2108;;OUI;;51;0;0;0;OUI;OUI;2026-09-26T01:57:36+02:00;;;;
31202;;OUI;;14;10;5;5;OUI;OUI;2026-09-26T01:58:09+02:00;;;;
47002;;OUI;;4;17;2;15;OUI;OUI;2026-09-26T01:55:32+02:00;;;;
20112;;OUI;;21;1;0;1;OUI;OUI;2026-09-26T01:57:03+02:00;;;;
22019;;OUI;;18;0;0;0;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
31201;;OUI;;32;5;0;5;OUI;OUI;2026-09-25T09:05:02+02:00;;;;
15013;;OUI;;7;23;20;3;OUI;OUI;2026-09-26T01:59:33+02:00;;;;
18134;;OUI;;20;5;3;2;OUI;OUI;2026-09-26T01:56:17+02:00;;;;
47007;;OUI;;11;8;3;5;OUI;OUI;2026-09-26T01:51:04+02:00;;;;
47008;;OUI;;1;20;12;8;OUI;OUI;2026-09-26T01:56:34+02:00;;;;
18209;;OUI;;26;11;3;8;OUI;OUI;2026-09-26T01:57:37+02:00;;;;
19204;;OUI;;18;2;0;2;OUI;OUI;2026-09-26T01:56:00+02:00;;;;
7025;;OUI;;23;9;5;4;OUI;OUI;2026-09-26T01:57:47+02:00;;;;
18206;;OUI;;25;13;4;9;OUI;OUI;2026-09-26T01:54:28+02:00;;;;
18042;;OUI;;19;0;0;0;OUI;OUI;2026-09-26T01:59:19+02:00;;;;
11014;;OUI;;41;4;2;2;OUI;OUI;2026-09-26T01:52:49+02:00;;;;
35002;;OUI;;11;17;5;12;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
16008;;OUI;;31;1;0;1;OUI;OUI;2026-09-26T01:58:47+02:00;;;;
15105;;OUI;;2;20;17;3;OUI;OUI;2026-09-26T01:56:33+02:00;;;;
21213;;OUI;;18;6;1;5;OUI;OUI;2026-09-26T01:58:39+02:00;;;;
3004;;OUI;;10;7;3;4;OUI;OUI;2026-09-26T01:59:25+02:00;;;;
15060;;OUI;;0;19;18;1;OUI;OUI;2026-09-26T01:56:04+02:00;;;;
8039;;OUI;;24;0;0;0;NON;NON;2026-09-26T01:56:12+02:00;;;;
18205;;OUI;;22;7;5;2;OUI;OUI;2026-09-26T01:58:36+02:00;;;;
7111;;OUI;;17;9;8;1;OUI;OUI;2026-09-26T01:58:18+02:00;;;;
8057;;OUI;;33;0;0;0;NON;NON;2026-09-26T01:55:49+02:00;;;;
4108;;OUI;;10;13;13;0;OUI;OUI;2026-09-26T01:59:04+02:00;;;;
8055;;OUI;;31;0;0;0;NON;NON;2026-09-26T01:50:55+02:00;;;;
40013;;OUI;;8;29;9;20;OUI;OUI;2026-09-26T01:58:07+02:00;;;;
23011;;OUI;;8;18;12;6;OUI;OUI;2026-09-26T01:59:34+02:00;;;;
16005;;OUI;;18;4;0;4;OUI;OUI;2026-09-26T01:57:50+02:00;;;;
8054;;OUI;;32;0;0;0;NON;NON;2026-09-26T01:49:34+02:00;;;;
16014;;OUI;;22;1;0;1;OUI;OUI;2026-09-26T01:53:46+02:00;;;;
26005;;OUI;;4;23;15;8;OUI;OUI;2026-09-26T01:58:50+02:00;;;;
17016;;OUI;;30;0;0;0;OUI;OUI;2026-09-26T01:57:29+02:00;;;;
40003;;OUI;;3;14;11;3;OUI;OUI;2026-09-26T01:59:06+02:00;;;;
30006;;OUI;;35;0;0;0;NON;NON;2025-10-23T07:25:06+02:00;;;;
16044;;OUI;;7;24;19;5;OUI;OUI;2026-09-26T01:59:30+02:00;;;;
13106;;OUI;;16;7;4;3;OUI;OUI;2026-09-26T01:58:17+02:00;;;;
51005;;OUI;;25;12;3;9;OUI;OUI;2026-09-26T01:54:53+02:00;;;;
15001;;OUI;;42;1;1;0;NON;NON;2026-09-26T01:58:06+02:00;;;;
20137;;OUI;;23;2;0;2;OUI;OUI;2026-09-26T01:57:04+02:00;;;;
13010;;OUI;;31;9;1;8;OUI;OUI;2026-09-26T01:54:36+02:00;;;;
31708;;OUI;;9;12;0;12;OUI;OUI;2026-09-26T01:57:35+02:00;;;;
27004;;OUI;;0;27;4;23;OUI;OUI;2026-09-26T01:58:22+02:00;;;;
15103;;OUI;;21;29;22;7;OUI;OUI;2026-09-26T01:58:08+02:00;;;;
10013;;OUI;;12;38;38;0;OUI;OUI;2026-09-26T01:58:38+02:00;;;;
41301;;OUI;;42;7;5;2;OUI;OUI;2026-09-26T01:54:36+02:00;;;;
15026;;OUI;;30;2;2;0;OUI;OUI;2026-09-26T01:59:02+02:00;;;;
34014;;OUI;;1;29;16;13;OUI;OUI;2026-09-26T01:58:03+02:00;;;;
4010;;OUI;;21;2;0;2;OUI;OUI;2026-09-26T01:59:09+02:00;;;;
21404;;OUI;;2;18;1;17;OUI;OUI;2026-09-26T01:59:17+02:00;;;;
4104;;OUI;;15;0;0;0;OUI;OUI;2026-09-26T01:59:27+02:00;;;;
